Order Date,Year,Month,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
08-09-2016,2016,9,Liz Preis,California,Office Supplies,Paper,Xerox 1900,34,8,15
08-09-2016,2016,9,Liz Preis,California,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",262,2,65
09-09-2016,2016,9,Troy Staebel,New York,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,15,2,5
09-09-2016,2016,9,Annie Thurman,California,Office Supplies,Binders,VariCap6 Expandable Binder,55,4,19
09-09-2016,2016,9,Daniel Byrd,Texas,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15,4,-12
10-09-2016,2016,9,Parhena Norris,New York,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59,2,9
10-09-2016,2016,9,Parhena Norris,New York,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",7,1,3
10-09-2016,2016,9,Catherine Glotzbach,Tennessee,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",68,3,8
10-09-2016,2016,9,Kean Thornton,Texas,Furniture,Tables,KI Adjustable-Height Table,301,5,-34
10-09-2016,2016,9,Kean Thornton,Texas,Technology,Phones,Polycom VVX 310 VoIP phone,720,5,54
10-09-2016,2016,9,Steve Chapman,Florida,Technology,Phones,Geemarc AmpliPOWER60,520,7,58
10-09-2016,2016,9,Bryan Davis,Washington,Office Supplies,Labels,Avery 487,7,2,3
10-09-2016,2016,9,Bryan Davis,Washington,Office Supplies,Binders,Storex Dura Pro Binders,14,3,4
10-09-2016,2016,9,Bryan Davis,Washington,Office Supplies,Paper,Xerox 1945,82,2,40
10-09-2016,2016,9,Bryan Davis,Washington,Office Supplies,Binders,JM Magazine Binder,40,3,14
10-09-2016,2016,9,Dianna Vittorini,California,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,277,2,90
11-09-2016,2016,9,Kelly Collister,California,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",8,1,4
11-09-2016,2016,9,Kelly Collister,California,Technology,Accessories,LogitechÂ P710e Mobile Speakerphone,3347,13,636
11-09-2016,2016,9,Giulietta Dortch,Pennsylvania,Office Supplies,Paper,Xerox 1972,8,2,3
11-09-2016,2016,9,Giulietta Dortch,Pennsylvania,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,729,9,-158
11-09-2016,2016,9,Nick Zandusky,Ohio,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22,3,-18
11-09-2016,2016,9,Nick Zandusky,Ohio,Office Supplies,Storage,Staple magnet,38,5,4
11-09-2016,2016,9,Jill Fjeld,Virginia,Technology,Copiers,Canon PC-428 Personal Copier,1600,8,752
11-09-2016,2016,9,Jill Fjeld,Virginia,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11,1,5
11-09-2016,2016,9,Eugene Barchas,California,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",333,3,7
11-09-2016,2016,9,Eugene Barchas,California,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,40,2,13
11-09-2016,2016,9,Trudy Brown,Kansas,Technology,Phones,Plantronics Encore H101 Dual EarpiecesÂ Headset,225,5,63
11-09-2016,2016,9,Adam Shillingsburg,Illinois,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6,2,2
11-09-2016,2016,9,Adam Shillingsburg,Illinois,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,2,3,-3
11-09-2016,2016,9,Linda Cazamias,Arizona,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3,2,1
11-09-2016,2016,9,Linda Cazamias,Arizona,Office Supplies,Paper,Xerox 1976,21,4,7
11-09-2016,2016,9,Linda Cazamias,Arizona,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),10,2,3
11-09-2016,2016,9,Ryan Crowe,Texas,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,100,2,34
12-09-2016,2016,9,Ben Peterman,Colorado,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15,4,4
12-09-2016,2016,9,Ben Peterman,Colorado,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,467,2,53
12-09-2016,2016,9,Ben Peterman,Colorado,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15,1,2
12-09-2016,2016,9,Ben Peterman,Colorado,Office Supplies,Labels,Avery 509,6,3,2
12-09-2016,2016,9,Sarah Foster,Washington,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,10,3,5
12-09-2016,2016,9,Sarah Foster,Washington,Office Supplies,Labels,Avery 487,11,3,5
12-09-2016,2016,9,Sarah Foster,Washington,Office Supplies,Binders,GBC Instant Report Kit,21,4,8
12-09-2016,2016,9,Anthony Johnson,Virginia,Technology,Accessories,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,21,3,2
12-09-2016,2016,9,Anthony Johnson,Virginia,Office Supplies,Fasteners,Staples,11,3,5
12-09-2016,2016,9,Anthony Johnson,Virginia,Office Supplies,Storage,"Rogers Jumbo File, Granite",68,5,1
12-09-2016,2016,9,Anthony Johnson,Virginia,Furniture,Chairs,Hon Olson Stacker Chairs,1059,4,307
12-09-2016,2016,9,Steve Chapman,Michigan,Office Supplies,Paper,Xerox 1991,69,3,32
12-09-2016,2016,9,Philisse Overcash,Colorado,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,147,3,9
12-09-2016,2016,9,Philisse Overcash,Colorado,Furniture,Chairs,"Global Stack Chair without Arms, Black",83,4,5
12-09-2016,2016,9,Matt Collister,New York,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40,2,15
13-09-2016,2016,9,Alejandro Grove,Nebraska,Office Supplies,Storage,"Rogers Jumbo File, Granite",41,3,0
13-09-2016,2016,9,Alejandro Grove,Nebraska,Office Supplies,Labels,Avery 49,14,5,7
13-09-2016,2016,9,Alejandro Grove,Nebraska,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",150,5,42
13-09-2016,2016,9,Alejandro Grove,Nebraska,Office Supplies,Supplies,"Elite 5"" Scissors",17,2,5
13-09-2016,2016,9,Alejandro Grove,Nebraska,Office Supplies,Paper,Things To Do Today Pad,18,3,8
13-09-2016,2016,9,Alejandro Grove,Nebraska,Office Supplies,Appliances,Harmony Air Purifier,378,2,136
13-09-2016,2016,9,Alejandro Grove,Nebraska,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",18,3,9
13-09-2016,2016,9,Alejandro Grove,Nebraska,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",373,6,101
13-09-2016,2016,9,Alejandro Grove,Nebraska,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336,14,388
13-09-2016,2016,9,Alejandro Grove,Nebraska,Technology,Phones,Mediabridge Sport Armband iPhone 5s,30,3,0
14-09-2016,2016,9,Parhena Norris,South Carolina,Office Supplies,Paper,Xerox 224,26,4,12
14-09-2016,2016,9,Clay Ludtke,New York,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,438,3,131
14-09-2016,2016,9,Clay Ludtke,New York,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,674,2,253
15-09-2016,2016,9,Dean Braden,Pennsylvania,Office Supplies,Paper,Xerox 1968,5,1,2
15-09-2016,2016,9,Adam Hart,New York,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,842,2,295
15-09-2016,2016,9,Rob Beeghly,Washington,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21,5,10
15-09-2016,2016,9,Rob Beeghly,Washington,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",49,7,16
15-09-2016,2016,9,Justin Deggeller,Idaho,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,20,4,7
15-09-2016,2016,9,Justin Deggeller,Idaho,Furniture,Tables,Bretford Rectangular Conference Table Tops,1128,3,260
15-09-2016,2016,9,Angele Hood,Washington,Office Supplies,Art,SANFORD Major Accent Highlighters,35,5,13
16-09-2016,2016,9,Becky Castell,California,Office Supplies,Paper,Xerox 1966,13,2,6
16-09-2016,2016,9,Keith Dawkins,California,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",274,2,-13
16-09-2016,2016,9,Keith Dawkins,California,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17,4,5
16-09-2016,2016,9,Corey Roper,Georgia,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",122,2,30
17-09-2016,2016,9,Jim Sink,California,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20,3,7
17-09-2016,2016,9,Jim Sink,California,Technology,Phones,Panasonic Kx-TS550,74,2,8
17-09-2016,2016,9,Jim Sink,California,Office Supplies,Paper,Xerox 1995,6,1,3
17-09-2016,2016,9,Cindy Stewart,Georgia,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396,4,190
17-09-2016,2016,9,Laura Armstrong,Maine,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,438,3,131
17-09-2016,2016,9,Laura Armstrong,Maine,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109,2,34
17-09-2016,2016,9,Sanjit Jacobs,Washington,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,114,2,10
17-09-2016,2016,9,Sanjit Jacobs,Washington,Technology,Phones,Clarity 53712,106,2,8
17-09-2016,2016,9,Luke Weiss,New York,Office Supplies,Binders,Avery Arch Ring Binders,232,5,78
17-09-2016,2016,9,Brendan Sweed,Indiana,Office Supplies,Art,Sanford Liquid Accent Highlighters,33,5,12
17-09-2016,2016,9,Patrick O'Donnell,Massachusetts,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",15,3,6
17-09-2016,2016,9,Patrick O'Donnell,Massachusetts,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",192,3,61
17-09-2016,2016,9,Troy Staebel,Ohio,Office Supplies,Storage,Safco Industrial Shelving,295,5,-63
17-09-2016,2016,9,Chuck Clark,Washington,Office Supplies,Labels,Avery 481,12,4,6
18-09-2016,2016,9,Henry MacAllister,New York,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,5,1,2
18-09-2016,2016,9,Nona Balk,Florida,Furniture,Tables,Chromcraft Round Conference Tables,383,4,-167
18-09-2016,2016,9,Anne McFarland,Alabama,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,351,1,84
18-09-2016,2016,9,Anne McFarland,Alabama,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13,2,6
18-09-2016,2016,9,Anne McFarland,Alabama,Office Supplies,Storage,Tennsco Double-Tier Lockers,900,4,117
18-09-2016,2016,9,Seth Vernon,Ohio,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,5,3,2
18-09-2016,2016,9,Seth Vernon,Ohio,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99,2,-7
18-09-2016,2016,9,Seth Vernon,Ohio,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",3,1,0
18-09-2016,2016,9,Magdelene Morse,New York,Furniture,Chairs,Global Leather Executive Chair,632,2,140
18-09-2016,2016,9,Magdelene Morse,New York,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,61,3,26
18-09-2016,2016,9,Patrick O'Brill,Florida,Office Supplies,Labels,Avery 480,3,1,1
18-09-2016,2016,9,Jane Waco,California,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,802,2,50
18-09-2016,2016,9,Jane Waco,California,Office Supplies,Paper,Xerox 1945,369,9,181
18-09-2016,2016,9,Jane Waco,California,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",886,9,-100
18-09-2016,2016,9,Bill Donatelli,California,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,240,2,24
19-09-2016,2016,9,Eugene Hildebrand,Illinois,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701,2,-50
19-09-2016,2016,9,Eugene Hildebrand,Illinois,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2,2,-3
19-09-2016,2016,9,Rick Huthwaite,Rhode Island,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606,9,482
19-09-2016,2016,9,Rick Huthwaite,Rhode Island,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17,3,8
19-09-2016,2016,9,Rick Huthwaite,Rhode Island,Office Supplies,Binders,JM Magazine Binder,50,3,24
19-09-2016,2016,9,Rick Huthwaite,Rhode Island,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872,4,244
19-09-2016,2016,9,Scot Wooten,California,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",160,7,74
19-09-2016,2016,9,Shirley Daniels,New Jersey,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25,6,13
19-09-2016,2016,9,Shirley Daniels,New Jersey,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,28,3,8
19-09-2016,2016,9,Theone Pippenger,Georgia,Office Supplies,Supplies,Letter Slitter,5,2,0
19-09-2016,2016,9,Theone Pippenger,Georgia,Technology,Accessories,Logitech Wireless Marathon Mouse M705,250,5,107
19-09-2016,2016,9,Anne Pryor,Pennsylvania,Furniture,Furnishings,Nu-Dell Oak Frame,26,3,4
19-09-2016,2016,9,Chuck Clark,California,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,12,3,4
19-09-2016,2016,9,Chuck Clark,California,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6,3,2
19-09-2016,2016,9,Clytie Kelty,Rhode Island,Office Supplies,Storage,Home/Office Personal File Carts,70,2,17
19-09-2016,2016,9,Frank Hawley,California,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,9,2,3
20-09-2016,2016,9,Greg Maxwell,California,Office Supplies,Paper,Strathmore Photo Frame Cards,66,9,30
20-09-2016,2016,9,Greg Maxwell,California,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,272,2,88
20-09-2016,2016,9,Greg Maxwell,California,Office Supplies,Art,Newell 343,12,4,3
20-09-2016,2016,9,Greg Maxwell,California,Office Supplies,Paper,Xerox 1944,78,2,38
20-09-2016,2016,9,Greg Maxwell,California,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,49,2,16
20-09-2016,2016,9,Filia McAdams,North Carolina,Furniture,Furnishings,Dana Swing-Arm Lamps,17,2,1
20-09-2016,2016,9,Filia McAdams,North Carolina,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",98,1,-11
20-09-2016,2016,9,Helen Abelman,New York,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,393,5,130
20-09-2016,2016,9,Edward Nazzal,Michigan,Office Supplies,Binders,GBC Poly Designer Binding Covers,84,5,41
20-09-2016,2016,9,Heather Jas,Washington,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,164,2,41
22-09-2016,2016,9,Sally Hughsby,Tennessee,Office Supplies,Art,Berol Giant Pencil Sharpener,41,3,5
22-09-2016,2016,9,Sally Hughsby,Tennessee,Technology,Phones,PayAnywhere Card Reader,64,8,6
22-09-2016,2016,9,Pierre Wener,Pennsylvania,Office Supplies,Art,Newell 348,8,3,1
22-09-2016,2016,9,Amy Cox,Florida,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,8,9,-6
22-09-2016,2016,9,Amy Cox,Florida,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",17,2,6
22-09-2016,2016,9,Ann Steele,Kentucky,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13,2,6
22-09-2016,2016,9,Robert Dilbeck,Pennsylvania,Office Supplies,Labels,Avery 476,17,5,5
22-09-2016,2016,9,Sam Zeldin,New York,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",128,6,37
22-09-2016,2016,9,Anna Chung,Indiana,Office Supplies,Paper,Xerox 1895,36,6,16
22-09-2016,2016,9,Suzanne McNair,Colorado,Furniture,Furnishings,Aluminum Document Frame,68,7,9
22-09-2016,2016,9,Chris Selesnick,Wisconsin,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",19,2,8
22-09-2016,2016,9,Nora Pelletier,Ohio,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",64,2,20
22-09-2016,2016,9,Ryan Crowe,Michigan,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",36,7,17
22-09-2016,2016,9,Ryan Crowe,Michigan,Technology,Phones,Panasonic KX TS208W Corded phone,98,2,27
23-09-2016,2016,9,Kelly Lampkin,Ohio,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",533,6,-27
23-09-2016,2016,9,Kelly Lampkin,Ohio,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",5,2,0
23-09-2016,2016,9,Russell Applegate,Georgia,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118,5,34
23-09-2016,2016,9,Russell Applegate,Georgia,Furniture,Chairs,Hon Mobius Operator's Chair,369,3,81
23-09-2016,2016,9,Candace McMahon,Washington,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,14,2,4
23-09-2016,2016,9,Darrin Van Huff,California,Office Supplies,Envelopes,Poly String Tie Envelopes,4,2,2
23-09-2016,2016,9,Darrin Van Huff,California,Office Supplies,Labels,Avery 51,19,3,9
23-09-2016,2016,9,Clay Rozendal,New York,Office Supplies,Binders,3-ring staple pack,11,7,4
23-09-2016,2016,9,Joni Sundaresam,Ohio,Office Supplies,Paper,Xerox 1970,12,3,4
23-09-2016,2016,9,Joni Sundaresam,Ohio,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28,4,8
23-09-2016,2016,9,Joni Sundaresam,Ohio,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,12,7,-10
23-09-2016,2016,9,Dave Poirier,Washington,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13,4,4
23-09-2016,2016,9,Dave Poirier,Washington,Furniture,Chairs,Global Deluxe Steno Chair,185,3,-21
24-09-2016,2016,9,Pete Kriz,Ohio,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155,2,-13
24-09-2016,2016,9,Laura Armstrong,California,Office Supplies,Storage,"Tennsco Lockers, Gray",42,2,3
24-09-2016,2016,9,Laura Armstrong,California,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",42,5,21
24-09-2016,2016,9,Edward Becker,California,Furniture,Furnishings,Nu-Dell Executive Frame,63,5,23
24-09-2016,2016,9,Craig Leslie,Colorado,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21,2,8
24-09-2016,2016,9,Craig Leslie,Colorado,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511,9,-96
24-09-2016,2016,9,Benjamin Patterson,Oklahoma,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6,1,3
24-09-2016,2016,9,Benjamin Patterson,Oklahoma,Office Supplies,Paper,Xerox 232,6,1,3
24-09-2016,2016,9,Ruben Dartt,Indiana,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",128,3,22
24-09-2016,2016,9,Michael Kennedy,Illinois,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,442,7,-730
24-09-2016,2016,9,Edward Hooks,California,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",305,5,143
24-09-2016,2016,9,Edward Hooks,California,Furniture,Chairs,Hon Olson Stacker Stools,563,5,56
25-09-2016,2016,9,Adrian Barton,Arizona,Furniture,Tables,Bevis Boat-Shaped Conference Table,393,3,-204
25-09-2016,2016,9,Nicole Hansen,Texas,Office Supplies,Labels,Avery 499,16,4,5
25-09-2016,2016,9,Katrina Edelman,Oregon,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60,9,23
25-09-2016,2016,9,Katrina Edelman,Oregon,Office Supplies,Binders,GBC Poly Designer Binding Covers,5,1,-4
25-09-2016,2016,9,Julia West,California,Office Supplies,Art,BIC Brite Liner Highlighters,17,4,7
25-09-2016,2016,9,Steve Chapman,Wisconsin,Technology,Accessories,Logitech Wireless Headset h800,500,5,175
25-09-2016,2016,9,Steve Chapman,Wisconsin,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3,1,1
25-09-2016,2016,9,Steve Chapman,Wisconsin,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",202,2,50
25-09-2016,2016,9,Steve Chapman,Wisconsin,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,69,11,17
25-09-2016,2016,9,Tony Sayre,Ohio,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,286,1,18
25-09-2016,2016,9,Tony Sayre,Ohio,Office Supplies,Storage,Eldon Gobal File Keepers,24,2,-5
25-09-2016,2016,9,Tony Sayre,Ohio,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",332,3,-83
25-09-2016,2016,9,Aaron Smayling,California,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",478,2,84
25-09-2016,2016,9,Dan Lawera,California,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",11,5,5
25-09-2016,2016,9,Dan Lawera,California,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,30,2,15
25-09-2016,2016,9,Dan Lawera,California,Office Supplies,Labels,Avery 513,5,1,2
25-09-2016,2016,9,Dan Lawera,California,Technology,Copiers,Canon PC-428 Personal Copier,480,3,162
25-09-2016,2016,9,Dan Lawera,California,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",45,8,4
25-09-2016,2016,9,Dan Lawera,California,Office Supplies,Art,Newell 346,6,2,2
25-09-2016,2016,9,Dan Lawera,California,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",483,4,60
26-09-2016,2016,9,Natalie Fritzler,Illinois,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,748,3,-96
26-09-2016,2016,9,Natalie Fritzler,Illinois,Office Supplies,Envelopes,Staple envelope,9,2,3
26-09-2016,2016,9,Sally Hughsby,California,Furniture,Bookcases,Bestar Classic Bookcase,425,5,20
26-09-2016,2016,9,Steve Nguyen,Washington,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,237,6,66
26-09-2016,2016,9,Steve Nguyen,Washington,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),30,5,15
26-09-2016,2016,9,Steve Nguyen,Washington,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,21
26-09-2016,2016,9,Charles Sheldon,Iowa,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),10,1,5
26-09-2016,2016,9,Chuck Magee,California,Office Supplies,Storage,Advantus Rolling Storage Box,51,3,14
26-09-2016,2016,9,Chuck Magee,California,Office Supplies,Labels,Avery 494,8,3,4
26-09-2016,2016,9,Chuck Magee,California,Office Supplies,Art,SANFORD Major Accent Highlighters,35,5,13
26-09-2016,2016,9,Chuck Magee,California,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),30,5,13
26-09-2016,2016,9,Dorothy Wardle,California,Office Supplies,Paper,Xerox 1905,13,2,6
26-09-2016,2016,9,Tanja Norvell,Florida,Technology,Accessories,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),432,3,-76
26-09-2016,2016,9,Shahid Collister,Texas,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,16,2,-25
26-09-2016,2016,9,Lisa Ryan,Texas,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,93,2,-251
26-09-2016,2016,9,Lisa Ryan,Texas,Furniture,Chairs,High-Back Leather Manager's Chair,455,5,-136
26-09-2016,2016,9,Matt Hagelstein,Texas,Office Supplies,Binders,GBC Recycled VeloBinder Covers,7,2,-12
27-09-2016,2016,9,Harry Marie,Texas,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,957,7,-225
27-09-2016,2016,9,Brian Moss,Ohio,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,3,3,-2
27-09-2016,2016,9,Shaun Weien,Washington,Technology,Phones,Samsung Galaxy S4,1002,2,125
27-09-2016,2016,9,James Galang,Georgia,Office Supplies,Paper,Xerox 1965,18,3,9
27-09-2016,2016,9,James Galang,Georgia,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",14,3,5
28-09-2016,2016,9,Muhammed MacIntyre,Illinois,Office Supplies,Paper,Xerox 1960,99,4,31
29-09-2016,2016,9,Linda Southworth,Pennsylvania,Office Supplies,Labels,Avery 483,16,4,5
29-09-2016,2016,9,Chad Cunningham,Indiana,Office Supplies,Art,Newell 328,41,7,11
29-09-2016,2016,9,Pamela Stobb,California,Office Supplies,Paper,Xerox 1887,19,1,9
29-09-2016,2016,9,Joe Kamberova,Alabama,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,210,3,71
29-09-2016,2016,9,Joe Kamberova,Alabama,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,63,3,30
29-09-2016,2016,9,Joe Kamberova,Alabama,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",26,9,8
29-09-2016,2016,9,Andy Reiter,California,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27,5,10
29-09-2016,2016,9,Dario Medina,Arizona,Office Supplies,Art,Newell 351,11,4,1
29-09-2016,2016,9,Erin Smith,Oregon,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859,3,75
29-09-2016,2016,9,Maris LaWare,California,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36,1,15
30-09-2016,2016,9,Sarah Jordon,Illinois,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2,2,-3
30-09-2016,2016,9,Greg Matthias,New York,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",524,5,-26
01-10-2016,2016,10,Brian DeCherney,California,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",195,4,12
01-10-2016,2016,10,Chris Cortes,Indiana,Technology,Phones,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,70,2,19
